id,price
0,3246.0
1,3674.0
2,3136.0
3,2818.0
4,5408.0
5,648.0
6,841.0
7,827.0
8,7596.5
9,5760.0
10,1609.0
11,3585.0
12,7443.0
13,3617.0
14,2112.0
15,4284.0
16,729.0
17,16082.0
18,7778.0
19,13445.0
20,4284.0
21,3213.0
22,631.0
23,803.0
24,9486.0
25,7405.0
26,4485.0
27,10351.0
28,6974.0
29,3101.0
30,6272.0
31,5062.0
32,1008.0
33,1971.0
34,684.0
35,4142.0
36,5812.0
37,1619.0
38,805.0
39,923.0
40,626.0
41,3913.0
42,972.0
43,11719.0
44,1556.0
45,3074.0
46,3027.0
47,5016.0
48,1107.0
49,2666.0
50,536.0
51,11157.0
52,718.0
53,525.0
54,977.0
55,667.0
56,2581.0
57,593.0
58,878.0
59,6788.0
60,1757.0
61,3903.0
62,556.0
63,2669.0
64,1787.0
65,1003.0
66,1836.0
67,5889.0
68,4497.0
69,628.0
70,725.0
71,976.0
72,5936.0
73,2373.0
74,1343.0
75,9051.0
76,1151.0
77,1279.0
78,416.0
79,2409.0
80,1748.0
81,865.0
82,6936.0
83,5534.0
84,648.0
85,4643.0
86,788.0
87,752.0
88,2585.0
89,553.0
90,11419.0
91,8268.0
92,1413.0
93,6159.0
94,7326.0
95,8178.0
96,2943.0
97,1262.0
98,13547.5
99,9901.0
100,720.0
101,7457.0
102,10165.0
103,6709.0
104,1611.0
105,7130.0
106,900.0
107,4260.0
108,5882.0
109,665.5
110,2496.0
111,532.0
112,745.0
113,1147.0
114,6380.5
115,936.0
116,2551.0
117,13480.0
118,4444.0
119,401.0
120,2095.0
121,958.0
122,4650.0
123,11255.0
124,1016.0
125,3735.0
126,7564.0
127,3858.0
128,571.0
129,734.0
130,17936.0
131,11902.0
132,1664.0
133,6097.0
134,891.0
135,3609.0
136,2848.0
137,1715.0
138,8733.0
139,5606.0
140,3012.0
141,589.0
142,906.0
143,1107.0
144,1441.0
145,7270.0
146,5101.0
147,5672.5
148,1076.0
149,13642.0
150,4557.0
151,624.0
152,2160.0
153,9236.0
154,5670.0
155,928.3333333333334
156,11460.0
157,863.0
158,1720.0
159,6133.0
160,11255.0
161,1013.0
162,1983.0
163,493.0
164,2339.0
165,8452.0
166,6999.0
167,14882.0
168,374.0
169,2377.0
170,3655.0
171,2520.0
172,9257.0
173,3084.0
174,737.0
175,452.0
176,15451.0
177,1026.0
178,5774.0
179,6589.0
180,14925.0
181,7063.0
182,3734.0
183,6279.0
184,895.0
185,1023.5
186,7553.0
187,900.0
188,965.0
189,8752.0
190,4672.0
191,2573.0
192,11925.0
193,13986.0
194,6499.0
195,8820.0
196,898.0
197,3563.0
198,1089.0
199,3954.0
200,9572.0
201,3711.0
202,6133.0
203,4242.0
204,1015.0
205,5008.0
206,770.0
207,8488.0
208,1140.0
209,2444.0
210,1715.0
211,816.0
212,2801.0
213,1187.0
214,536.0
215,1895.0
216,2278.0
217,425.0
218,6522.0
219,2354.0
220,760.0
221,4960.0
222,745.0
223,1019.0
224,2762.0
225,2158.0
226,871.0
227,8408.0
228,926.0
229,781.0
230,1343.0
231,17805.0
232,11053.5
233,1621.0
234,1401.0
235,8449.0
236,3556.0
237,1250.0
238,3607.0
239,12823.0
240,2772.0
241,801.0
242,4693.0
243,473.0
244,2513.0
245,9996.0
246,7968.0
247,905.0
248,833.0
249,18176.0
250,3980.0
251,12883.0
252,4469.0
253,3734.0
254,4468.5
255,1935.0
256,567.0
257,1243.0
258,2662.0
259,3679.0
260,9922.5
261,2707.0
262,596.0
263,941.0
264,5021.0
265,4521.0
266,630.5
267,1436.0
268,6756.0
269,5889.0
270,4404.0
271,7611.0
272,783.0
273,7404.0
274,4693.0
275,2947.0
276,5170.0
277,5919.0
278,5077.0
279,1029.0
280,4987.0
281,12633.0
282,8775.0
283,956.0
284,8590.0
285,449.0
286,14245.0
287,5773.0
288,545.0
289,11335.0
290,698.0
291,790.0
292,1675.0
293,5956.0
294,936.0
295,1433.0
296,3710.0
297,2763.0
298,896.0
299,6419.0
300,611.0
301,1698.0
302,601.0
303,789.0
304,846.0
305,596.0
306,1089.0
307,6044.0
308,1975.0
309,806.0
310,689.0
311,545.0
312,3773.0
313,1556.0
314,1265.0
315,511.0
316,8891.5
317,473.0
318,7231.0
319,628.0
320,565.0
321,11588.0
322,4423.0
323,3299.0
324,2266.0
325,1438.0
326,1050.0
327,2763.0
328,934.5
329,4961.0
330,737.0
331,646.0
332,1031.0
333,530.0
334,5865.0
335,3208.0
336,1637.0
337,2409.0
338,1980.0
339,13474.0
340,3093.0
341,6902.0
342,1949.0
343,1105.0
344,6586.0
345,4969.0
346,2369.0
347,6909.0
348,3476.0
349,4262.0
350,12261.0
351,15706.0
352,2470.0
353,15132.0
354,4362.0
355,681.0
356,3195.0
357,1778.0
358,3097.0
359,3759.0
360,459.0
361,605.0
362,11935.0
363,6937.0
364,1790.0
365,596.0
366,1808.0
367,852.0
368,1013.0
369,7072.0
370,5453.0
371,9299.0
372,4543.0
373,10184.0
374,5301.0
375,1969.0
376,3362.0
377,684.0
378,2336.0
379,693.0
380,2613.0
381,1153.0
382,1778.0
383,526.0
384,1975.0
385,911.0
386,6709.0
387,14058.0
388,4497.0
389,2701.0
390,3299.0
391,5254.5
392,644.0
393,658.0
394,3805.0
395,1041.0
396,16505.0
397,2309.0
398,787.0
399,1841.0
400,4973.0
401,2946.0
402,3552.5
403,665.0
404,14597.0
405,684.0
406,4081.0
407,917.0
408,540.0
409,2430.0
